"r";"nsd_id";"election_year";"start";"end";"cabinet_name";"last_name";"first_name";"party";"election_date";"cause";"reshuffle";"prime_minister";"gender";"education";"duration";"birth";"pre45_exp";"CabinetType";"structure";"From";"To";"cabinet_duration";"CabinetPartiesNor";"year_start";"year_end";"post";"resigcalls";"resigcalls_cum";"rc_cum_lag";"rc_opposition";"rc_paper";"rc_organization";"rc_party";"rc_expert";"rc_citizens";"rc_voteofconf";"parl_start";"parlTen_cum";"youthCen";"youthLoc";"minister_exp_cum_y_lag";"parlTen_dum";"start_year";"age";"age_cen";"pm_name";"education_dum";"dur_start";"dur_end";"leave";"event2";"jurisdiction";"rc_paper_dum";"rc_party_dum";"rc_organization_dum";"rc_opposition_dum";"timeint"
"518";1238;2009;2011-11-11;2013-09-30;"Stoltenberg III";"Faremo";"Grete";"DNA";"2009-09-14";"Not dismissed";"1";0;"Female";"Higher education";689;1955;0;"Majority";"Coalition";2009-10-21;2013-09-30;1440;"Ap+SV+Sp";2011;2013;"Justisminister";0;6;6;0;0;0;0;0;0;0;"2009-10-01";286;0;0;8,17522245037645;1;2011;56;6,83509833585477;"Stoltenberg";"Higher";751;1440;0;0;"Justice";0;0;0;0;4,1899243425009
"519";1239;1989;1990-11-03;1993-09-30;"Brundtland III";"Hernes";"Gudmund";"DNA";"1989-09-11";"Not dismissed";"0";0;"Male";"Higher education";1062;1941;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1990;1993;"Kirke- og undervisningsminister";0;0;0;0;0;0;0;0;0;0;"1989-10-01";0;0;0;0;0;1990;49;-0,164901664145233;"Brundtland";"Higher";0;1062;0;0;"Education";0;0;0;0;3,80658643546751
"520";1239;1993;1993-10-01;1995-12-22;"Brundtland IV";"Hernes";"Gudmund";"DNA";"1993-09-13";"Not dismissed";"0";0;"Male";"Higher education";812;1941;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1995;"Kirke- og undervisningsminister";1;1;0;1;0;0;0;0;0;0;"1993-10-01";0;0;0;2,90759753593429;0;1993;52;2,83509833585477;"Brundtland";"Higher";0;812;0;0;"Education";0;0;0;1;3,8692598170354
"521";1239;1993;1995-12-22;1996-10-24;"Brundtland IV";"Hernes";"Gudmund";"DNA";"1993-09-13";"Not dismissed";"1";0;"Male";"Higher education";307;1941;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1995;1996;"Helseminister";0;1;1;0;0;0;0;0;0;0;"1993-10-01";0;0;0;5,13073237508556;0;1995;54;4,83509833585477;"Brundtland";"Higher";812;1119;0;0;"Health";0;0;0;0;3,91462058703775
"522";1239;1993;1996-10-25;1997-10-16;"Jagland I";"Hernes";"Gudmund";"DNA";"1993-09-13";"Not dismissed";"0";0;"Male";"Higher education";356;1941;0;"Minority";"Single-party";1996-10-25;1997-10-16;356;"Ap";1996;1997;"Helseminister";0;1;1;0;0;0;0;0;0;0;"1993-10-01";0;0;0;5,97125256673511;0;1996;55;5,83509833585477;"Jagland";"Higher";0;356;0;0;"Health";0;0;0;0;3,93130208304563
"523";1240;1989;1990-11-03;1993-09-30;"Brundtland III";"Kleveland";"Åse Maria";"DNA";"1989-09-11";"Not dismissed";"0";0;"Female";"Higher education";1062;1949;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1990;1993;"Kulturminister";1;1;0;1;0;0;0;0;0;0;"1989-10-01";0;0;0;0;0;1990;41;-8,16490166414523;"Brundtland";"Higher";0;1062;0;0;"Culture";0;0;0;1;3,80658643546751
"524";1240;1993;1993-10-01;1996-10-24;"Brundtland IV";"Kleveland";"Åse Maria";"DNA";"1993-09-13";"Not dismissed";"0";0;"Female";"Higher education";1119;1949;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1996;"Kulturminister";0;1;1;0;0;0;0;0;0;0;"1993-10-01";0;0;0;2,90759753593429;0;1993;44;-5,16490166414523;"Brundtland";"Higher";0;1119;0;0;"Culture";0;0;0;0;3,8692598170354
"525";1241;1989;1990-11-03;1991-11-15;"Brundtland III";"Nordbø";"Eldrid";"DNA";"1989-09-11";"Unknown";"0";0;"Female";"Higher education";377;1942;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1990;1991;"Handelsminister";2;2;0;1;1;0;0;0;0;0;"1989-10-01";0;0;0;0;0;1990;48;-1,16490166414523;"Brundtland";"Higher";0;377;0;1;"Trade";1;0;0;1;3,80658643546751
"526";1337;1993;1993-10-07;1996-10-24;"Brundtland IV";"Stoltenberg";"Jens";"DNA";"1993-09-13";"Not dismissed";"0";0;"Male";"Higher education";1113;1959;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1996;"Næringsminister";1;1;0;0;0;0;0;0;0;1;"1993-10-01";6;1;1;0;1;1993;34;-15,1649016641452;"Brundtland";"Higher";6;1119;0;0;"Industry";0;0;0;0;3,8696026545909
"527";1337;1993;1996-10-25;1997-10-16;"Jagland I";"Stoltenberg";"Jens";"DNA";"1993-09-13";"Not dismissed";"0";0;"Male";"Higher education";356;1959;0;"Minority";"Single-party";1996-10-25;1997-10-16;356;"Ap";1996;1997;"Finansminister";0;1;1;0;0;0;0;0;0;0;"1993-10-01";6;1;1;3,04722792607803;1;1996;37;-12,1649016641452;"Jagland";"Higher";0;356;0;0;"Finance";0;0;0;0;3,93130208304563
"528";1337;1997;2000-03-17;2001-10-18;"Stoltenberg I";"Stoltenberg";"Jens";"DNA";"1997-09-15";"Not dismissed";"0";1;"Male";"Higher education";580;1959;0;"Minority";"Single-party";2000-03-17;2001-10-18;580;"Ap";2000;2001;"Statsminister";1;2;1;1;0;0;0;0;0;0;"1997-10-01";888;1;1;4,02190280629706;1;2000;41;-8,16490166414523;"Stoltenberg";"Higher";0;580;0;0;"Prime minister";0;0;0;1;3,99572981815622
"529";1337;2005;2005-10-17;2009-10-20;"Stoltenberg II";"Stoltenberg";"Jens";"DNA";"2005-09-12";"Not dismissed";"0";1;"Male";"Higher education";1464;1959;0;"Majority";"Coalition";2005-10-17;2009-10-20;1464;"Ap+SV+Sp";2005;2009;"Statsminister";0;2;2;0;0;0;0;0;0;0;"2005-10-01";2346;1;1;5,60985626283368;1;2005;46;-3,16490166414523;"Stoltenberg";"Higher";0;1464;0;0;"Prime minister";0;0;0;0;4,09352286948893
"530";1337;2009;2009-10-21;2013-09-30;"Stoltenberg III";"Stoltenberg";"Jens";"DNA";"2009-09-14";"Not dismissed";"0";1;"Male";"Higher education";1440;1959;0;"Majority";"Coalition";2009-10-21;2013-09-30;1440;"Ap+SV+Sp";2009;2013;"Statsminister";3;5;2;1;1;0;0;1;0;0;"2009-10-01";2346;1;1;9,61806981519507;1;2009;50;0,835098335854767;"Stoltenberg";"Higher";0;1440;0;0;"Prime minister";1;0;0;1;4,15828399908483
"531";1357;1997;1997-10-17;2000-03-16;"Bondevik I";"Kleppa";"Magnhild Meltveit";"Sp";"1997-09-15";"Not dismissed";"0";0;"Female";"Higher education";881;1948;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1997;2000;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";2040;0;0;0;1;1997;49;-0,164901664145233;"Bondevik";"Higher";0;881;0;0;"Social";0;0;0;0;3,95029555163302
"532";1357;2005;2007-09-21;2009-10-20;"Stoltenberg II";"Kleppa";"Magnhild Meltveit";"Sp";"2005-09-12";"Not dismissed";"0";0;"Female";"Higher education";760;1948;0;"Majority";"Coalition";2005-10-17;2009-10-20;1464;"Ap+SV+Sp";2007;2009;"Kommunalminister";0;0;0;0;0;0;0;0;0;0;"2005-10-01";4222;0;0;2,41204654346338;1;2007;59;9,83509833585477;"Stoltenberg";"Higher";704;1464;0;0;"Regional";0;0;0;0;4,12516738143827
"533";1357;2009;2009-10-21;2012-06-18;"Stoltenberg III";"Kleppa";"Magnhild Meltveit";"Sp";"2009-09-14";"Unknown";"0";0;"Female";"Higher education";971;1948;0;"Majority";"Coalition";2009-10-21;2013-09-30;1440;"Ap+SV+Sp";2009;2012;"Samferdselsminister";4;4;0;0;2;0;2;0;0;0;"2009-10-01";4692;0;0;4,49281314168378;1;2009;61;11,8350983358548;"Stoltenberg";"Higher";0;971;0;1;"Transport";1;1;0;0;4,15828399908483
"534";2101;1997;1999-03-16;2000-03-16;"Bondevik I";"Enoksen";"Odd Roger";"Sp";"1997-09-15";"Not dismissed";"0";0;"Male";"High school";366;1954;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1999;2000;"Kommunalminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";2555;0;0;0;1;1999;45;-4,16490166414523;"Bondevik";"Lower";515;881;0;0;"Regional";0;0;0;0;3,9770747418708
"535";2101;2005;2005-10-17;2007-09-21;"Stoltenberg II";"Enoksen";"Odd Roger";"Sp";"2005-09-12";"Unknown";"0";0;"Male";"High school";704;1954;0;"Majority";"Coalition";2005-10-17;2009-10-20;1464;"Ap+SV+Sp";2005;2007;"Olje- og energiminister";1;1;0;0;0;0;1;0;0;0;"2005-10-01";2555;0;0;1,00205338809035;1;2005;51;1,83509833585477;"Stoltenberg";"Lower";0;704;0;1;"Industry";0;1;0;0;4,09352286948893
"536";2108;1997;1997-10-17;2000-03-16;"Bondevik I";"Sponheim";"Lars";"V";"1997-09-15";"Not dismissed";"0";0;"Male";"Higher education";881;1957;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1997;2000;"Næringsminister";4;4;0;2;1;0;1;0;0;0;"1997-10-01";2040;0;0;0;1;1997;40;-9,16490166414523;"Bondevik";"Higher";0;881;0;0;"Industry";1;1;0;1;3,95029555163302
"537";2108;2001;2001-10-19;2005-10-16;"Bondevik II";"Sponheim";"Lars";"V";"2001-09-10";"Not dismissed";"0";0;"Male";"Higher education";1458;1957;0;"Minority";"Coalition";2001-10-19;2005-10-16;1458;"H+KrF+V";2001;2005;"Landbruksminister";2;6;4;0;0;0;2;0;0;0;"2001-10-01";2059;0;0;2,41204654346338;1;2001;44;-5,16490166414523;"Bondevik";"Higher";0;1458;0;0;"Agriculture";0;1;0;0;4,02456914154135
"538";2111;1993;1994-01-24;1996-10-24;"Brundtland IV";"Solberg";"Hill-Marta";"DNA";"1993-09-13";"Not dismissed";"0";0;"Female";"Higher education";1004;1951;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1994;1996;"Sosialminister";1;1;0;0;0;1;0;0;0;0;"1993-10-01";116;0;0;0;1;1994;43;-6,16490166414523;"Brundtland";"Higher";115;1119;0;0;"Social";0;0;1;0;3,87581049410149
"539";2111;1993;1996-10-25;1997-10-16;"Jagland I";"Solberg";"Hill-Marta";"DNA";"1993-09-13";"Not dismissed";"0";0;"Female";"Higher education";356;1951;0;"Minority";"Single-party";1996-10-25;1997-10-16;356;"Ap";1996;1997;"Sosialminister";0;1;1;0;0;0;0;0;0;0;"1993-10-01";116;0;0;2,74880219028063;1;1996;45;-4,16490166414523;"Jagland";"Higher";0;356;0;0;"Social";0;0;0;0;3,93130208304563
"540";2113;2005;2005-10-17;2007-10-18;"Stoltenberg II";"Djupedal";"Øystein Kåre";"SV";"2005-09-12";"Unknown";"0";0;"Male";"High school";731;1960;0;"Majority";"Coalition";2005-10-17;2009-10-20;1464;"Ap+SV+Sp";2005;2007;"Kunnskapsminister";1;1;0;0;0;0;1;0;0;0;"2005-10-01";5113;0;1;0;1;2005;45;-4,16490166414523;"Stoltenberg";"Lower";0;731;0;1;"Education";0;1;0;0;4,09352286948893
"541";2114;2001;2001-10-19;2005-10-16;"Bondevik II";"Devold";"Kristin Marghrethe Krohn";"H";"2001-09-10";"Not dismissed";"0";0;"Female";"Higher education";1458;1961;0;"Minority";"Coalition";2001-10-19;2005-10-16;1458;"H+KrF+V";2001;2005;"Forsvarsminister";5;5;0;3;0;1;0;0;1;0;"2001-10-01";2941;0;0;0;1;2001;40;-9,16490166414523;"Bondevik";"Higher";0;1458;0;0;"Defence";0;0;1;1;4,02456914154135
"542";2127;1993;1996-10-25;1997-10-16;"Jagland I";"Jagland";"Thorbjørn";"DNA";"1993-09-13";"Not dismissed";"0";1;"Male";"Higher education";356;1950;0;"Minority";"Single-party";1996-10-25;1997-10-16;356;"Ap";1996;1997;"Statsminister";2;2;0;1;0;0;1;0;0;0;"1993-10-01";1120;1;1;0;1;1996;46;-3,16490166414523;"Jagland";"Higher";0;356;0;0;"Prime minister";0;1;0;1;3,93130208304563
"543";2127;1997;2000-03-17;2001-10-18;"Stoltenberg I";"Jagland";"Thorbjørn";"DNA";"1997-09-15";"Not dismissed";"0";0;"Male";"Higher education";580;1950;0;"Minority";"Single-party";2000-03-17;2001-10-18;580;"Ap";2000;2001;"Utenriksminister";0;2;2;0;0;0;0;0;0;0;"1997-10-01";2002;1;1;0,974674880219028;1;2000;50;0,835098335854767;"Stoltenberg";"Higher";0;580;0;0;"Foreign affairs";0;0;0;0;3,99572981815622
"544";2133;2005;2005-10-17;2008-06-20;"Stoltenberg II";"Riis-Johansen";"Terje";"Sp";"2005-09-12";"Not dismissed";"0";0;"Male";"Higher education";977;1968;0;"Majority";"Coalition";2005-10-17;2009-10-20;1464;"Ap+SV+Sp";2005;2008;"Landbruksminister";0;0;0;0;0;0;0;0;0;0;"2005-10-01";0;0;0;0;0;2005;37;-12,1649016641452;"Stoltenberg";"Higher";0;977;0;0;"Agriculture";0;0;0;0;4,09352286948893
"545";2133;2005;2008-06-20;2009-10-20;"Stoltenberg II";"Riis-Johansen";"Terje";"Sp";"2005-09-12";"Not dismissed";"1";0;"Male";"Higher education";487;1968;0;"Majority";"Coalition";2005-10-17;2009-10-20;1464;"Ap+SV+Sp";2008;2009;"Olje- og energiminister";0;0;0;0;0;0;0;0;0;0;"2005-10-01";0;0;0;2,67488021902806;0;2008;40;-9,16490166414523;"Stoltenberg";"Higher";977;1464;0;0;"Industry";0;0;0;0;4,13717412271035
"546";2133;2009;2009-10-21;2011-03-04;"Stoltenberg III";"Riis-Johansen";"Terje";"Sp";"2009-09-14";"Unknown";"0";0;"Male";"Higher education";499;1968;0;"Majority";"Coalition";2009-10-21;2013-09-30;1440;"Ap+SV+Sp";2009;2011;"Olje- og energiminister";6;6;0;2;2;2;0;0;0;0;"2009-10-01";0;0;0;4,0082135523614;0;2009;41;-8,16490166414523;"Stoltenberg";"Higher";0;499;0;1;"Industry";1;0;1;1;4,15828399908483
"547";2147;1997;1997-10-17;2000-03-16;"Bondevik I";"Haugland";"Valgerd Svarstad";"KrF";"1997-09-15";"Not dismissed";"0";0;"Female";"Higher education";881;1956;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1997;2000;"Barne- og familieminister";1;1;0;1;0;0;0;0;0;0;"1997-10-01";2040;0;1;0;1;1997;41;-8,16490166414523;"Bondevik";"Higher";0;881;0;0;"Social";0;0;0;1;3,95029555163302
"548";2147;2001;2001-10-19;2005-10-16;"Bondevik II";"Haugland";"Valgerd Svarstad";"KrF";"2001-09-10";"Not dismissed";"0";0;"Female";"Higher education";1458;1956;0;"Minority";"Coalition";2001-10-19;2005-10-16;1458;"H+KrF+V";2001;2005;"Kulturminister";5;6;1;2;2;0;1;0;0;0;"2001-10-01";2059;0;1;2,41204654346338;1;2001;45;-4,16490166414523;"Bondevik";"Higher";0;1458;0;0;"Culture";1;1;0;1;4,02456914154135
"549";2158;2001;2001-10-19;2004-06-18;"Bondevik II";"Gabrielsen";"Ansgar";"H";"2001-09-10";"Not dismissed";"0";0;"Male";"Higher education";973;1955;0;"Minority";"Coalition";2001-10-19;2005-10-16;1458;"H+KrF+V";2001;2004;"Næringsminister";0;0;0;0;0;0;0;0;0;0;"2001-10-01";2941;0;0;0;1;2001;46;-3,16490166414523;"Bondevik";"Higher";0;973;0;0;"Industry";0;0;0;0;4,02456914154135
"550";2158;2001;2004-06-18;2005-10-16;"Bondevik II";"Gabrielsen";"Ansgar";"H";"2001-09-10";"Not dismissed";"1";0;"Male";"Higher education";485;1955;0;"Minority";"Coalition";2001-10-19;2005-10-16;1458;"H+KrF+V";2004;2005;"Helseminister";0;0;0;0;0;0;0;0;0;0;"2001-10-01";2941;0;0;2,66392881587953;1;2004;49;-0,164901664145233;"Bondevik";"Higher";973;1458;0;0;"Health";0;0;0;0;4,07107803700837
"551";2162;2001;2001-10-19;2004-06-18;"Bondevik II";"Brende";"Børge";"H";"2001-09-10";"Not dismissed";"0";0;"Male";"Higher education";973;1965;0;"Minority";"Coalition";2001-10-19;2005-10-16;1458;"H+KrF+V";2001;2004;"Miljøvernminister";0;0;0;0;0;0;0;0;0;0;"2001-10-01";1480;0;1;0;1;2001;36;-13,1649016641452;"Bondevik";"Higher";0;973;0;0;"Environment";0;0;0;0;4,02456914154135
"552";2162;2001;2004-06-18;2005-10-16;"Bondevik II";"Brende";"Børge";"H";"2001-09-10";"Not dismissed";"1";0;"Male";"Higher education";485;1965;0;"Minority";"Coalition";2001-10-19;2005-10-16;1458;"H+KrF+V";2004;2005;"Næringsminister";0;0;0;0;0;0;0;0;0;0;"2001-10-01";1480;0;1;2,66392881587953;1;2004;39;-10,1649016641452;"Bondevik";"Higher";973;1458;0;0;"Industry";0;0;0;0;4,07107803700837
"553";2188;1997;1997-10-17;2000-03-16;"Bondevik I";"Johnson";"Hilde Frafjord";"KrF";"1997-09-15";"Not dismissed";"0";0;"Female";"Higher education";881;1963;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1997;2000;"Menneskerettighetsminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";2040;1;0;0;1;1997;34;-15,1649016641452;"Bondevik";"Higher";0;881;0;0;"Foreign affairs";0;0;0;0;3,95029555163302
"554";2188;2001;2001-10-19;2005-10-16;"Bondevik II";"Johnson";"Hilde Frafjord";"KrF";"2001-09-10";"Not dismissed";"0";0;"Female";"Higher education";1458;1963;0;"Minority";"Coalition";2001-10-19;2005-10-16;1458;"H+KrF+V";2001;2005;"Utviklingsminister";0;0;0;0;0;0;0;0;0;0;"2001-10-01";2040;0;0;2,41204654346338;1;2001;38;-11,1649016641452;"Bondevik";"Higher";0;1458;0;0;"Foreign affairs";0;0;0;0;4,02456914154135
"555";2213;1997;2000-01-21;2000-03-16;"Bondevik I";"Brekk";"Lars Peder";"Sp";"1997-09-15";"Not dismissed";"0";0;"Male";"Higher education";55;1955;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";2000;2000;"Fiskeriminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";0;0;0;0;0;2000;45;-4,16490166414523;"Bondevik";"Higher";826;881;0;0;"Sea and fish";0;0;0;0;3,99290566982699
"556";2213;2005;2008-06-20;2009-10-20;"Stoltenberg II";"Brekk";"Lars Peder";"Sp";"2005-09-12";"Not dismissed";"0";0;"Male";"Higher education";487;1955;0;"Majority";"Coalition";2005-10-17;2009-10-20;1464;"Ap+SV+Sp";2008;2009;"Landbruksminister";1;1;0;0;0;0;1;0;0;0;"2005-10-01";994;1;1;0,150581793292266;1;2008;53;3,83509833585477;"Stoltenberg";"Higher";977;1464;0;0;"Agriculture";0;1;0;0;4,13717412271035
"557";2213;2009;2009-10-21;2012-06-18;"Stoltenberg III";"Brekk";"Lars Peder";"Sp";"2009-09-14";"Unknown";"0";0;"Male";"Higher education";971;1955;0;"Majority";"Coalition";2009-10-21;2013-09-30;1440;"Ap+SV+Sp";2009;2012;"Landbruksminister";1;2;1;0;0;0;1;0;0;0;"2009-10-01";1464;1;1;1,4839151266256;1;2009;54;4,83509833585477;"Stoltenberg";"Higher";0;971;0;1;"Agriculture";0;1;0;0;4,15828399908483
"558";2224;1997;1997-10-17;1999-03-26;"Bondevik I";"Arnstad";"Marit";"Sp";"1997-09-15";"Leave of absence";"0";0;"Female";"Higher education";525;1962;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1997;1999;"Olje- og energiminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";0;0;0;0;0;1997;35;-14,1649016641452;"Bondevik";"Higher";0;525;1;0;"Industry";0;0;0;0;3,95029555163302
"559";2224;1997;1999-08-27;2000-03-16;"Bondevik I";"Arnstad";"Marit";"Sp";"1997-09-15";"Not dismissed";"0";0;"Female";"Higher education";202;1962;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1999;2000;"Olje- og energiminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";0;0;0;1,43737166324435;0;1999;37;-12,1649016641452;"Bondevik";"Higher";679;881;0;0;"Industry";0;0;0;0;3,98545410829156
"560";2224;2009;2012-06-18;2013-09-30;"Stoltenberg III";"Arnstad";"Marit";"Sp";"2009-09-14";"Not dismissed";"0";0;"Female";"Higher education";469;1962;0;"Majority";"Coalition";2009-10-21;2013-09-30;1440;"Ap+SV+Sp";2012;2013;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"2009-10-01";0;0;0;1,99041752224504;0;2012;50;0,835098335854767;"Stoltenberg";"Higher";971;1440;0;0;"Transport";0;0;0;0;4,19900668210765
"561";2232;1989;1991-11-15;1993-09-30;"Brundtland III";"Berget";"Grete Anni";"DNA";"1989-09-11";"Not dismissed";"0";0;"Female";"Higher education";685;1954;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1991;1993;"Barne- og familieminister";1;1;0;0;1;0;0;0;0;0;"1989-10-01";0;0;0;0;0;1991;37;-12,1649016641452;"Brundtland";"Higher";377;1062;0;0;"Social";1;0;0;0;3,8292661454942
"562";2232;1993;1993-10-01;1993-12-24;"Brundtland IV";"Berget";"Grete Anni";"DNA";"1993-09-13";"Leave of absence";"0";0;"Female";"Higher education";84;1954;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1993;"Barne- og familieminister";0;1;1;0;0;0;0;0;0;0;"1993-10-01";0;0;0;1,87542778918549;0;1993;39;-10,1649016641452;"Brundtland";"Higher";0;84;1;0;"Social";0;0;0;0;3,8692598170354
"563";2232;1993;1994-04-05;1996-10-24;"Brundtland IV";"Berget";"Grete Anni";"DNA";"1993-09-13";"Not dismissed";"0";0;"Female";"Higher education";933;1954;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1994;1996;"Barne- og familieminister";6;7;1;2;3;0;1;0;0;0;"1993-10-01";0;0;0;2,10540725530459;0;1994;40;-9,16490166414523;"Brundtland";"Higher";186;1119;0;0;"Social";1;1;0;1;3,87983350431533
"564";2233;1989;1992-09-04;1993-09-30;"Brundtland III";"Christie";"Werner Hosewinckel";"DNA";"1989-09-11";"Not dismissed";"0";0;"Male";"Higher education";391;1949;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1992;1993;"Helseminister";0;0;0;0;0;0;0;0;0;0;"1989-10-01";0;0;0;0;0;1992;43;-6,16490166414523;"Brundtland";"Higher";671;1062;0;0;"Health";0;0;0;0;3,84660250750992
"565";2233;1993;1993-10-01;1995-12-22;"Brundtland IV";"Christie";"Werner Hosewinckel";"DNA";"1993-09-13";"Unknown";"0";0;"Male";"Higher education";812;1949;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1995;"Helseminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";0;0;0;1,07049965776865;0;1993;44;-5,16490166414523;"Brundtland";"Higher";0;812;0;1;"Health";0;0;0;0;3,8692598170354
"566";2234;1989;1992-09-04;1993-09-30;"Brundtland III";"Olsen";"Jan Henry Tungeland";"DNA";"1989-09-11";"Not dismissed";"0";0;"Male";"Higher education";391;1956;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1992;1993;"Fiskeriminister";0;0;0;0;0;0;0;0;0;0;"1989-10-01";0;0;0;0;0;1992;36;-13,1649016641452;"Brundtland";"Higher";671;1062;0;0;"Sea and fish";0;0;0;0;3,84660250750992
"567";2234;1993;1993-10-01;1996-10-24;"Brundtland IV";"Olsen";"Jan Henry Tungeland";"DNA";"1993-09-13";"Not dismissed";"0";0;"Male";"Higher education";1119;1956;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1996;"Fiskeriminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";0;0;0;1,07049965776865;0;1993;37;-12,1649016641452;"Brundtland";"Higher";0;1119;0;0;"Sea and fish";0;0;0;0;3,8692598170354
"568";2235;1993;1993-10-07;1996-10-24;"Brundtland IV";"Totland";"Nils";"DNA";"1993-09-13";"Not dismissed";"0";0;"Male";"Higher education";1113;1935;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1996;"Arbeidsminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";0;0;0;0;0;1993;58;8,83509833585477;"Brundtland";"Higher";6;1119;0;0;"Administration";0;0;0;0;3,8696026545909
"569";2236;1989;1992-09-04;1993-09-30;"Brundtland III";"Nordheim-Larsen";"Kari";"DNA";"1989-09-11";"Not dismissed";"0";0;"Female";"Higher education";391;1948;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1992;1993;"Bistandsminister";0;0;0;0;0;0;0;0;0;0;"1989-10-01";0;0;0;0;0;1992;44;-5,16490166414523;"Brundtland";"Higher";671;1062;0;0;"Foreign affairs";0;0;0;0;3,84660250750992
"570";2236;1993;1993-10-01;1996-10-24;"Brundtland IV";"Nordheim-Larsen";"Kari";"DNA";"1993-09-13";"Not dismissed";"0";0;"Female";"Higher education";1119;1948;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1996;"Bistandsminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";0;0;0;1,07049965776865;0;1993;45;-4,16490166414523;"Brundtland";"Higher";0;1119;0;0;"Foreign affairs";0;0;0;0;3,8692598170354
"571";2236;1993;1996-10-25;1997-10-16;"Jagland I";"Nordheim-Larsen";"Kari";"DNA";"1993-09-13";"Not dismissed";"0";0;"Female";"Higher education";356;1948;0;"Minority";"Single-party";1996-10-25;1997-10-16;356;"Ap";1996;1997;"Bistandsminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";0;0;0;4,13415468856947;0;1996;48;-1,16490166414523;"Jagland";"Higher";0;356;0;0;"Foreign affairs";0;0;0;0;3,93130208304563
"572";2257;1989;1990-11-03;1993-09-30;"Brundtland III";"Aleksandersen";"Oddny";"DNA";"1989-09-11";"Not dismissed";"0";0;"Female";"Higher education";1062;1942;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1990;1993;"Administrasjonsminister";0;0;0;0;0;0;0;0;0;0;"1989-10-01";0;0;0;0;0;1990;48;-1,16490166414523;"Brundtland";"Higher";0;1062;0;0;"Administration";0;0;0;0;3,80658643546751
"573";2257;1993;1993-10-01;1993-10-07;"Brundtland IV";"Aleksandersen";"Oddny";"DNA";"1993-09-13";"Unknown";"0";0;"Female";"Higher education";6;1942;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1993;"Administrasjonsminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";0;0;0;2,90759753593429;0;1993;51;1,83509833585477;"Brundtland";"Higher";0;6;0;1;"Administration";0;0;0;0;3,8692598170354
"574";2258;1993;1996-10-25;1997-01-10;"Jagland I";"Holt";"Anne";"DNA";"1993-09-13";"Not dismissed";"0";0;"Female";"Higher education";77;1958;0;"Minority";"Single-party";1996-10-25;1997-10-16;356;"Ap";1996;1997;"Justisminister";1;1;0;0;0;0;0;0;1;0;"1993-10-01";0;0;0;0;0;1996;38;-11,1649016641452;"Jagland";"Higher";0;77;0;0;"Justice";0;0;0;0;3,93130208304563
